一级评论;实际爬取到的二级评论内容;单条评论情绪值;一级评论平均情绪值
能不能说说，为啥我支付成功，他不显示会员[苦涩];非常抱歉出现这样的情况！私信里之前已经回复您了，我们会全力尽快解决;-0.9313795023071163
-------;--------;--------;0.7385075628911968
晚安💤;晚安[送花花];0.6449436979001342
-------;--------;--------;0.6449436979001342
晚安❤️;晚安[抱一抱];0.8297407965759924
-------;--------;--------;0.8297407965759924
晚安当阳;晚安[心];0.6878333936550676
-------;--------;--------;0.6878333936550676
晚安，当阳[鲜花];晚安[送花花];0.6449436979001342
-------;--------;--------;0.6449436979001342
晚安[心动超崽][心动超崽];晚安[月亮];0.7385075628911968
-------;--------;--------;0.7385075628911968
晚安[咖啡];晚安[心];0.6878333936550676
-------;--------;--------;0.6878333936550676
当阳，晚安[月亮];晚安[心];0.6878333936550676
-------;--------;--------;0.6878333936550676
😴晚安，好梦;晚安[抱一抱];0.8297407965759924
-------;--------;--------;0.8297407965759924
晚安💤;晚安[送花花];0.6449436979001342
-------;--------;--------;0.6449436979001342
[送花花]晚安;晚安[月亮];0.7385075628911968
-------;--------;--------;0.7385075628911968
晚安;晚安[心];0.6878333936550676
-------;--------;--------;0.6878333936550676
当阳，晚安[月亮]http://t.cn/A69PdbbV;晚安[送花花];0.6449436979001342
-------;--------;--------;0.6449436979001342
晚安[心][心];晚安[心];0.6878333936550676
-------;--------;--------;0.6878333936550676
晚安http://t.cn/A69hh0y3;[月亮][月亮][月亮];0.9535384641978415
-------;--------;--------;0.9535384641978415
愿自己坚定而柔软，自信且谦逊，阳光而透彻。;晚安[抱一抱];0.8297407965759924
-------;--------;--------;0.8297407965759924
当阳晚安[心]http://t.cn/A69hvTDJ;晚安[心];0.6878333936550676
-------;--------;--------;0.6878333936550676
晚安💜💜;晚安[月亮];0.7385075628911968
-------;--------;--------;0.7385075628911968
晚安❣️❣️;晚安[送花花];0.6449436979001342
-------;--------;--------;0.6449436979001342
晚安好梦[鲜花];晚安[心];0.6878333936550676
-------;--------;--------;0.6878333936550676
晚安;[月亮][月亮];0.8568220663636918
-------;--------;--------;0.8568220663636918
晚安[月亮];晚安[心];0.6878333936550676
-------;--------;--------;0.6878333936550676
安;[心][心];0.7911707066643898
-------;--------;--------;0.7911707066643898
晚安[爱你][月亮]http://t.cn/A69PDa1G;晚安[送花花];0.6449436979001342
-------;--------;--------;0.6449436979001342
晚安;晚安[月亮];0.7385075628911968
-------;--------;--------;0.7385075628911968
太美了，晚安;晚安[心];0.6878333936550676
-------;--------;--------;0.6878333936550676
晚安好梦[心];晚安[月亮];0.7385075628911968
-------;--------;--------;0.7385075628911968
晚安💤[兔子];晚安[送花花];0.6449436979001342
-------;--------;--------;0.6449436979001342
晚安[月亮];晚安[抱一抱];0.8297407965759924
-------;--------;--------;0.8297407965759924
好美[哇];@人民日报;0.636462685390601
-------;--------;--------;0.636462685390601
好美[开学季][开学季][开学季];@人民日报;0.636462685390601
-------;--------;--------;0.636462685390601
好想去旅游啊;@人民日报;0.636462685390601
-------;--------;--------;0.636462685390601
美极了，画一样;@人民日报;0.636462685390601
-------;--------;--------;0.636462685390601
好美，好想去看看;在江西抚州其中之一不择手段无度无法无天，每天24小时加速快马加鞭更加凶猛更加嚣张跋扈更加疯狂更加拼命执行化学武器，化学毒剂等！受害者的整套房子非常严重化学武器等，杀伤力非常强，非常严重！手段极其残忍，非常严重，天理不容！关系到每个人的生命安危，杀人于无形，杀人不见血！;0.9980919348268786
-------;--------;--------;0.9980919348268786
好美;@人民日报;0.636462685390601
-------;--------;--------;0.636462685390601
好美;@人民日报;0.636462685390601
-------;--------;--------;0.636462685390601
很漂亮的大自然感谢分享给我这个家里蹲[抱一抱];@人民日报;0.636462685390601
-------;--------;--------;0.636462685390601
@旸妍曦若好美呀;[哇][哇][哇];-0.05246556361561838
-------;--------;--------;-0.05246556361561838
美的美的[哈哈];@人民日报;0.636462685390601
-------;--------;--------;0.636462685390601
我喜欢的你，光芒万丈，满天星光@吴谨言;漫长岁月，与你同行@吴谨言;0.8841622620464145
-------;--------;--------;0.8841622620464145
落叶知秋，微风袭来所有美好不期而遇@吴谨言;怎么没人告诉我，喜欢你会上瘾啊@吴谨言;0.837630542662819
-------;--------;--------;0.837630542662819
总说春风十里不如你可我从没见过春风十里却满眼都是你@吴谨言;你在我心上永远闪耀，永远万丈光芒@吴谨言;0.9996332182622039
-------;--------;--------;0.9996332182622039
我想和你不止于朝朝暮暮更相伴于岁岁年年@吴谨言;喜欢你像一封旧情书，感情深，时间久@吴谨言;0.9936021572076021
-------;--------;--------;0.9936021572076021
愿你温柔对待世界，亦被这世界温柔相待。@吴谨言;你有个缺点，就是缺点我@吴谨言;0.9319962915653652
-------;--------;--------;0.9319962915653652
想看海想身边有你想永远钟情于你@吴谨言;我好心塞，因为我的心都被你填满了@吴谨言;0.8969297412000181
-------;--------;--------;0.8969297412000181
我想遇见你，然后经历所有浪漫的事情@吴谨言;若是你在身旁，下雨也是好天气@吴谨言;0.7473963838916913
-------;--------;--------;0.7473963838916913
[羞嗒嗒]#吴谨言彩云下的我们#[心动超崽];今天最想去的地方，是你的心里@吴谨言;0.9249643155787741
-------;--------;--------;0.9249643155787741
#吴谨言coach品牌代言人#wjy#吴谨言smart品牌挚友#;你知道我爱什么吗？这句话的第一个字@吴谨言;0.9690379862484488
-------;--------;--------;0.9690379862484488
这壳居然是粘好的;我只是找了个差不多的，也是不sure;-0.620033188036879
-------;--------;--------;-0.620033188036879
周四八点半;回复@暗夜玫瑰-kiki许佳琪-:那个画质真感人;0.9366821284515205
周四八点半;回复@凌晨3点26分说爱你:是的[doge];-0.8473498166228137
周四八点半;那就是要等到下周四啦？;0.0
-------;--------;--------;0.029777437276235608
[允悲]老师是我的评转…;会恨弱智微博[泪][泪];0.955363741160977
-------;--------;--------;0.955363741160977
请问这件是正在展出的吗;回复@行走的海风:多谢;0.9908173286479665
请问这件是正在展出的吗;常设展。;0.024556619220374554
-------;--------;--------;0.5076869739341705
人间朝暮，叶落惊秋ᵔ◡ᵔ世界一般但你超值@吴谨言;星星醉酒到处跑，月亮跌进深海里，我以前从未觉得人间如此美好，直到你来了;0.8701948772159933
-------;--------;--------;0.8701948772159933
[羞嗒嗒]#吴谨言彩云下的我们#[心动超崽];云雾消散之际我爱你人众皆知@吴谨言;0.8782808962294111
-------;--------;--------;0.8782808962294111
我只爱一个人，你是那个人@吴谨言;你在舞台上闪闪发光，我在人海里为你热泪盈眶。@吴谨言;0.9947902498091334
-------;--------;--------;0.9947902498091334
#吴谨言Coach品牌代言人#wjy#吴谨言smart品牌挚友#;星河滚烫，你是人间理想。@吴谨言;0.3251915185469896
-------;--------;--------;0.3251915185469896
糍粑耶;回复@警犬铲屎官:大约6.7年没吃过了[失望];-0.8901107362872882
糍粑耶;是的[心];0.5297450424929182
-------;--------;--------;-0.180182846897185
[馋嘴];[心][心];0.7911707066643898
-------;--------;--------;0.7911707066643898
看了好饿[awsl];[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
[苦涩][苦涩]师兄，我想你了，啥时候飞乌鲁木齐！;师兄是度假来了;-0.8737103456335127
-------;--------;--------;-0.8737103456335127
哇[开学季]你是休假去玩吗;回复@Ares彩云:[允悲][允悲]哈哈哈没事，出差也可以玩，三亚暖和;0.9984803306335825
哇[开学季]你是休假去玩吗;出差[苦涩];0.8139823398040764
-------;--------;--------;0.9062313352188295
这好工作，全国各地玩;希望现场的工作不要太多啊[作揖];-0.8180509436851837
-------;--------;--------;-0.8180509436851837
古巴[喵喵][喵喵][喵喵];[good];0.0
-------;--------;--------;0.0
雪佛来，什么年代什么型号啊？;雪佛兰鱼雷;0.4103912923583146
-------;--------;--------;0.4103912923583146
许红豆的马儿好配[doge][doge][doge]但刘亦菲和我最配;助力你被刘亦菲看到！;0.9982612433497635
-------;--------;--------;0.9982612433497635
这个剧没有人是为烘托别人而生硬出现，每个角色都有他自己的故事和作用，这些集如果用心看，能看出一些伏笔，相信后面会有展开的，很棒！云苗村的人物这么有故事、鲜活，和阿遥是相辅相成的。;回复@小王子的1019朵玫瑰花:总之，是个好剧，一直坚定相信现崽就是对的;0.999836993039652
这个剧没有人是为烘托别人而生硬出现，每个角色都有他自己的故事和作用，这些集如果用心看，能看出一些伏笔，相信后面会有展开的，很棒！云苗村的人物这么有故事、鲜活，和阿遥是相辅相成的。;是的，我很爱阿遥，也承认他的小表情十分拿捏我，但我也喜欢那些真实鲜活的小人物，因为他们塑造了云苗村整体的基调，也让阿遥的人设更加饱满。因为有了这些人的存在，更能明白阿遥坚持的理想情怀有多动人。;0.9999995451998274
-------;--------;--------;0.9999182691197397
真的在这部剧里感受到了每个人的演技很自然不俗套;越来越好看啦;0.5207107702447338
-------;--------;--------;0.5207107702447338
你缓缓走过时，天气晴朗，万物可爱@吴谨言;Youmakemyheartsmile.我的心因你而笑。@吴谨言;0.9488446775836121
-------;--------;--------;0.9488446775836121
千里山水藏于心，你藏山水里@吴谨言;今夜北极熊吞噬星星所以明日有雨@吴谨言;0.995158793884565
-------;--------;--------;0.995158793884565
“希望如约而至的不止是春天，还有你”ℐ𝒽ℴ𝓅ℯ𝓃ℴ𝓉ℴ𝓃𝓁𝓎𝓈𝓅𝓇𝒾𝓃ℊ𝒷𝓊𝓉𝒶𝓁𝓈ℴ𝓎ℴ𝓊𝓌𝒾𝓁𝓁𝒸ℴ𝓂ℯ𝒶𝓈𝓅𝓇ℴ𝓂𝒾𝓈ℯ𝒹@吴谨言;晚风轻踩云朵，月亮在贩售快乐@吴谨言;0.9998666230302022
-------;--------;--------;0.9998666230302022
荧幕里角色百变，生活中坚定如初@吴谨言;我可以奔向你千百步每一步都不会回头与后悔@吴谨言;0.998684026164046
-------;--------;--------;0.998684026164046
#吴谨言彩云下的我们#wjy#吴谨言coach品牌代言人#;今夜北极熊吞噬星星所以明日有雨@吴谨言;0.995158793884565
-------;--------;--------;0.995158793884565
如果可以，我想搬进你甜甜的梦里💭@吴谨言;希望你的心情像星星一样常年闪闪发光偶尔躲躲乌云@吴谨言;0.9798455846501806
-------;--------;--------;0.9798455846501806
微风轻拂，阳光微暖山河如梦，你入我心@吴谨言;你眼里不只是星星✨，大概是装了整个银河系@吴谨言;0.925946987000773
-------;--------;--------;0.925946987000773
#吴谨言Coach品牌代言人#wjy#吴谨言smart品牌挚友#;要在天亮之前变成小星星，去偷亲你的眼睛@吴谨言;0.8190305931188679
-------;--------;--------;0.8190305931188679
𝓡𝓮𝒶𝒸𝒽𝓸𝓊𝓉𝒶𝓃𝒹𝓁𝓮𝒶𝓋𝓮𝓎𝓸𝓊𝓇𝓂𝒶𝓇𝓀𝓸𝓃𝓂𝓎𝒽𝓮𝒶𝓇𝓉🖇️伸出手在我心上留下你的记号;愿你梦的远方，温暖可向@吴谨言;0.9987636625312306
-------;--------;--------;0.9987636625312306
恰逢佳时，与汝遇；恰逢良时，入君心。@吴谨言;你是夜空中最亮的星辰，你是江海内最美的潮汐，你是舞台上最耀眼的精灵，你是荧屏里最美妙的时光。;0.9998615040952057
-------;--------;--------;0.9998615040952057
荧幕里角色百变，生活中坚定如初@吴谨言;想你一次，好像星星就多了一颗的样子@吴谨言;0.9020923611877392
-------;--------;--------;0.9020923611877392
#吴谨言彩云下的我们#wjy#吴谨言coach品牌代言人#;不是在最好的时光遇见你了，是遇见了你，才有最好的时光！@吴谨言;0.9979516410398701
-------;--------;--------;0.9979516410398701
子衿[送花花][送花花];微风轻拂，阳光微暖山河如梦，你入我心@吴谨言;0.9965187750955904
-------;--------;--------;0.9965187750955904
#吴谨言Coach品牌代言人#wjy#吴谨言smart品牌挚友#;最近开始天冷了，想往你心里挤挤@吴谨言;0.28504645068028767
-------;--------;--------;0.28504645068028767
云视网;回复@葡小萄2009:好的👌🏻;-0.02346952161699356
云视网;回复@南方黑姑娘求打苞鱼丸:是的，云南电视台的网站;-0.6425568168852629
云视网;是一个网站嘛？;-0.40228582850713646
云视网;回复@Sagil_forever:复古画质;0.5074774384089074
云视网;回复@Sagil_forever:有就不错了！[苦涩];0.6858280901769469
云视网;画质怎么样[悲伤];0.9804465455259643
-------;--------;--------;0.18423998451707094
注意分寸，和女艺人保持距离才是真正的好朋友。;还不如来几个女的，男的有什么看头;-0.04738192411881714
注意分寸，和女艺人保持距离才是真正的好朋友。;淡定我们是礼仪之邦，马来的猴子不懂很正常;0.5025796290210243
注意分寸，和女艺人保持距离才是真正的好朋友。;回复@折月煮酒--:男的想凑近被王姐给推开了看不见？[汗];-0.9144539188781522
注意分寸，和女艺人保持距离才是真正的好朋友。;回复@折月煮酒--:而且明显有一个靠近推开的动作哦[doge];-0.7174800258553231
注意分寸，和女艺人保持距离才是真正的好朋友。;回复@折月煮酒--:你可以看下他全部图片哦，手不干净http://t.cn/A69PBx7K;-0.6501691536887464
注意分寸，和女艺人保持距离才是真正的好朋友。;不是，我看这个视频不是王搂着张的脖子吗，怎么评论区都在男的说揩油什么的。（纯属疑惑）;0.012842081735058741
注意分寸，和女艺人保持距离才是真正的好朋友。;哼，她把他当朋友照顾，他却把她当成营销自己的工具！太可悲;0.9915300376666143
-------;--------;--------;-0.11750475344547737
注意一下综艺尺度和距离，放尊重点🙏;@张栋梁Nicholas请你对女士保持最起码的尊重，保持社交距离，特别是面对那个让你演绎事业再次回暖的女士!而且好朋友不要总挂在嘴边却极尽揩油之能事！;0.9994748805070237
注意一下综艺尺度和距离，放尊重点🙏;回复@乱七八糟的名字--:可以反感张讨厌张，但不要造谣哦，如果你知道他结婚麻烦拿证据出来，还有看看评论区毒唯素质就知道他们在扯什么皮，可以看看完整节目（可以选择不计入张栋梁点击率的视频观看），自己辨别张怎样，你也可以觉得他是不尊重，但至少是你自己的意见。谢谢！;-0.9999140666071877
注意一下综艺尺度和距离，放尊重点🙏;回复@乱七八糟的名字--:应该是好朋友吧，前两年好像还是演唱会嘉宾;-0.5676954527772795
注意一下综艺尺度和距离，放尊重点🙏;回复@乱七八糟的名字--:所以就说啊，他极不尊重女性!出来赚钱养家糊口不寒碜，但吃相好歹要体面点您说对吧;-0.8013385714125751
注意一下综艺尺度和距离，放尊重点🙏;回复@在家乡流浪的尘埃:哎，顿时反感张了，好像传张已经秘密结婚了吧，这样不太好吧;0.9813597604891513
注意一下综艺尺度和距离，放尊重点🙏;回复@乱七八糟的名字--:王姐的确是当他朋友一样照顾的，可是他却把王姐当成了营销自己的工具，甚至于借着拍节目揩油以制造争议博眼球;0.9523426670245003
注意一下综艺尺度和距离，放尊重点🙏;回复@绝天l:的确，一个男嘉宾动手动脚的，如果熟悉是好朋友还好，不是就觉得在卡油，如果他俩关系好不至于王姐红了才联系，所以关系不咋样[允悲];0.9814252718418643
注意一下综艺尺度和距离，放尊重点🙏;回复@乱七八糟的名字--:确实看不下去，不是别人黑他吧;-0.8943064057557719
注意一下综艺尺度和距离，放尊重点🙏;你们说的是张栋梁么[允悲];0.7955575751909649
注意一下综艺尺度和距离，放尊重点🙏;揩油老手建议打上马塞克;0.08711335010546839
-------;--------;--------;0.15340190086061586
看到某绿衣反胃🙏;反胃就要大声告诉他@张栋梁Nicholas;-0.029871842563574447
-------;--------;--------;-0.029871842563574447
心凌采访中亲自认证的关系近的好朋友，黑子别引战了[并不简单]http://t.cn/A69h4MDh;真不明白对他们有啥好处，处处引战，反正正主不在乎[doge][doge][doge];-0.36776791993393965
-------;--------;--------;-0.36776791993393965
评论一看就是一群人在群里讨论后有组织地集体来黑的。;谁认识他呀，我是看我想看的人在这里才看这个综综艺的，谁看那个糊咖啊，笑死人了;-0.27364851359439313
评论一看就是一群人在群里讨论后有组织地集体来黑的。;明显黑子群来的，黑颠倒…无语了;0.46435351060232044
评论一看就是一群人在群里讨论后有组织地集体来黑的。;哈哈哈哈哈哈哈笑死黑子群吧来来回回就是这几个人在骂;0.4989295875654902
评论一看就是一群人在群里讨论后有组织地集体来黑的。;颠倒黑白的本领一级棒！;0.9845279468522823
评论一看就是一群人在群里讨论后有组织地集体来黑的。;同意;-0.3191489361702129
-------;--------;--------;0.2710027190510974
这是有组织的来黑的吧。王姐之后的采访明确表示两个人的关系更近了。;[哆啦A梦害怕][哆啦A梦害怕]那你们承认之前关系没有很好也是可以的。还有他可是每个姐姐都抱了个遍她们也是他朋友吗;0.9711911372255626
这是有组织的来黑的吧。王姐之后的采访明确表示两个人的关系更近了。;啊对对对，更亲近了就可以随便摸了？你🐎有没有异性朋友，是随便上手摸的？;0.7218545252539894
这是有组织的来黑的吧。王姐之后的采访明确表示两个人的关系更近了。;所以老树皮就可以为所欲为了是吧！好朋友就要有好朋友的分寸和尊重;0.8408676032397218
-------;--------;--------;0.8446377552397579
我是浪姐粉想看看文文的阿娇，没想到看到男嘉宾，你们王芬好大度啊，这么难看也看得下去[允悲];这个人只有两期，剩下的就没他了，不至于因噎废食吧;0.2891353598026054
我是浪姐粉想看看文文的阿娇，没想到看到男嘉宾，你们王芬好大度啊，这么难看也看得下去[允悲];这跟大度有什么关系，总不能因为某个人放弃所有姐姐吧？[汗];0.38969219069323
我是浪姐粉想看看文文的阿娇，没想到看到男嘉宾，你们王芬好大度啊，这么难看也看得下去[允悲];唉😮‍💨，我们无所谓，有就不错了[微笑];0.7770420838611594
我是浪姐粉想看看文文的阿娇，没想到看到男嘉宾，你们王芬好大度啊，这么难看也看得下去[允悲];还是看乐海吧[允悲];0.960054288283885
-------;--------;--------;0.6039809806602199
照评论的说法，王心凌、黄小蕾、张栋梁都是男嘉宾，都要注意分寸。;是的，大家全有“咸猪手”，建议全部嘉宾手砍掉！[微笑];-0.7499657457814783
-------;--------;--------;-0.7499657457814783
嗯…张栋梁这行为不太对劲吧;回复@rsrry:酸啊我给你找个破烂解决一下还是回家找你王妈妈想象一下你选;0.045883719755735575
嗯…张栋梁这行为不太对劲吧;回复@果大冻Pasadena:我是很酸，看到你和大马🐒马震没有现场直播酸的一b;-0.9338504414756705
嗯…张栋梁这行为不太对劲吧;回复@果大冻Pasadena:很着急啊，我家猴子乱摸别人，万一被阉了怎么办，这能不着急？;-0.8490585671059114
嗯…张栋梁这行为不太对劲吧;回复@rsrry:人家搂搂抱抱没你份你着急了？酸了？;-0.4999513152648387
嗯…张栋梁这行为不太对劲吧;回复@果大冻Pasadena:你去给你张先伸摸，摸个一千次。@张栋梁Nicholas;-0.8881633546824892
嗯…张栋梁这行为不太对劲吧;回复@果大冻Pasadena:太好笑了哪里来的树皮梦女在这破防啊你前后不一样平跟你老树皮哥绝配加油喔[可爱];-0.8043976809863258
嗯…张栋梁这行为不太对劲吧;对摸你胸了吧大概可惜你前后一样平[doge];0.5093570788716468
-------;--------;--------;-0.4885972229839791
为啥我们mike没有名字呀[黑线]http://t.cn/A697G2s3;[二哈]中文名等？;-0.10394008128200816
为啥我们mike没有名字呀[黑线]http://t.cn/A697G2s3;回复@林嘻嘻本嘻Blue:帅哥好惨没有名字变成《等》…[黑线];0.9985468245281073
为啥我们mike没有名字呀[黑线]http://t.cn/A697G2s3;这么帅！！！;0.5324575965416631
-------;--------;--------;0.4756881132625874
揩油老手脸皮堪比树皮厚的@张栋梁Nicholas;回复@果大冻Pasadena:对对，尖或又出现了我甚至都没法分别出你是处生还是琴受，可能是🐖苟;-0.9500305310791939
揩油老手脸皮堪比树皮厚的@张栋梁Nicholas;对对碰到你了没分别出你是男是女，可能是人妖;0.779512795459558
-------;--------;--------;-0.08525886780981795
太好看了[doge];对啊。;0.052465563615616606
-------;--------;--------;0.052465563615616606
男艺人注意分寸;回复@果大冻Pasadena:男女艺人本就应该保持距离，用脑子想想都知道;-0.8147379475076577
男艺人注意分寸;对对对摸你了没辨别出来你是男是女，不好意思哈下次不会了太脏手;-0.8974313503846649
-------;--------;--------;-0.8560846489461613
这是重新录制？;没有，这是以前的;0.052465563615616606
-------;--------;--------;0.052465563615616606
在哪能看这个综艺啊[泪];去b站搜与彩云相遇;0.5787024572158725
-------;--------;--------;0.5787024572158725
Mike这么帅给个名字不过分吧[泪];突然发现出声的都是这几个逆贼[doge][doge];-0.536871950079995
-------;--------;--------;-0.536871950079995
@殊暖7m_Jodi;哎我的天;-0.23756521739130454
-------;--------;--------;-0.23756521739130454
这没啥吧，女嘉宾的手也在男嘉宾肩膀上搭着啊，两人一看关系就挺好的搞不懂一直在黑什么;说事实就是黑了？女嘉宾转头躲避，用手推男的看不出来吗？;-0.7988961352446671
-------;--------;--------;-0.7988961352446671
Mike吴翊歌[good]好绅士哦;绅士麦麦;-0.10668192107280228
-------;--------;--------;-0.10668192107280228
怕你们姐姐受委屈，有本事去把她圈起来呀就那么点能耐在这里磨嘴皮子;希望帮这位男明星洗的，你家母没有异性朋友，不然朋友对她搂搂抱抱，你们还拍手叫好，绝对会气得脑溢血的呢;0.9960845626103598
怕你们姐姐受委屈，有本事去把她圈起来呀就那么点能耐在这里磨嘴皮子;但凡三观有一点点正都不会往女生身上靠;0.5079239750604414
-------;--------;--------;0.7520042688354006
能不能注意点分寸[哼]破手不会放砍掉好么[怒];砍手不必了但是已经达到性骚扰的标准，应该去踩几天缝纫机;-0.3402349362330679
能不能注意点分寸[哼]破手不会放砍掉好么[怒];回复@果大冻Pasadena:嘴不会说话揪掉吧[馋嘴];-0.8168916771321324
能不能注意点分寸[哼]破手不会放砍掉好么[怒];你能不能戳瞎眼[doge];-0.401097624858737
-------;--------;--------;-0.5194080794079791
王姐在很多地方都照顾了张哥明明关系就不错http://t.cn/A69hb36m;CyndiBaby[心动超崽];0.550035301091371
王姐在很多地方都照顾了张哥明明关系就不错http://t.cn/A69hb36m;心凌真的好好哦，跟栋梁一看就是关系很近很好的朋友[开学季];0.9932281961452405
-------;--------;--------;0.7716317486183057
明明是这里明明是心凌搭上男嘉宾的肩呀，后面还比心说明不反感啊，有些黑粉破啥大防呢[doge];回复@心栋拉:真的，逃避现实，纯纯尬黑。[doge];0.8784250746149374
明明是这里明明是心凌搭上男嘉宾的肩呀，后面还比心说明不反感啊，有些黑粉破啥大防呢[doge];他们不想面对事实哈哈我看的可开心了我看出来了是我家心凌先动的手哈哈他俩都是我家的;0.9968438216691229
明明是这里明明是心凌搭上男嘉宾的肩呀，后面还比心说明不反感啊，有些黑粉破啥大防呢[doge];不能更同意了[开学季];-0.1479527156109246
-------;--------;--------;0.5757720602243785
看来好多人不知道地方台年前放出的影片[思考];啥;0.052465563615616606
-------;--------;--------;0.052465563615616606
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@绝天l:警察忙不忙不知道，你们是挺闲的，而且眼神还不好，辛苦了[doge];-0.45863928932130715
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@乎乎爱吃肉:谁先动的手？;0.8098955592355934
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@沈附雅:哦？你再看看他肩膀上有没有黄小蕾的手，还有他的手有没有挨到黄小蕾，真笑死了。;-0.7581987180120866
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@绝天l:是是是，那你快让警察过来把他抓走[doge];-0.8346861312489939
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@乎乎爱吃肉:没事儿，其实我也没当真[允悲][允悲];0.999628021934506
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@女侠林香HJ:听人造谣干啥，视频都摆在那，他有不尊重别人过吗？只能说毒唯的恨比爱多。;-0.16042271162771415
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@在家乡流浪的尘埃:真假？？别吧不想我童年滤镜碎一地[允悲][允悲];0.9999977502978614
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];回复@闪电球不爱吃鱼:成晓诗（王心凌），大明星何群（张栋梁）的未婚妻，这首歌的电视剧微笑百事达的女主[嘻嘻][嘻嘻];0.999999763872967
虽然但是我想屏蔽其他人的声音，她们的麦太大声了，都盖过何群和陈晓诗的声音了[苦涩][苦涩];[允悲]陈晓诗是谁？;0.9998585810219724
-------;--------;--------;0.2886036473503109
看到老树皮扣10分，王心凌和几位姐姐好美。[doge];10分少了;-0.3424524946137806
-------;--------;--------;-0.3424524946137806
都被芒果卖了的节目了你还发啊;芒果台已经不播了[doge]地方台播的;-0.006450295842292286
都被芒果卖了的节目了你还发啊;你咋知道被卖了;-0.2199170124481331
-------;--------;--------;-0.1131836541452127
有🍉说3月🥭会复播能相信吗？[裂开];回复@Mc达逹:那就等等看吧[泪]无语…[裂开];-0.791353209094517
有🍉说3月🥭会复播能相信吗？[裂开];只是可能性，但是没有准确性可言目前。;-0.8082282729582735
-------;--------;--------;-0.7997907410263952
那个男的是谁啊？为什么要搭小蕾的肩膀，一点礼貌都不懂啊[允悲];老树皮“张栋梁”;0.1573623104844475
-------;--------;--------;0.1573623104844475
萎笑王子手能不能好好放着[微笑];在场那么多人呢，当摆设吗？[吃瓜];-0.8777014850875311
萎笑王子手能不能好好放着[微笑];回复@微笑的迪妮莎-:老树皮;0.265862546206147
萎笑王子手能不能好好放着[微笑];这人是谁啊，随便搭人家肩膀[允悲];0.7808618383781465
-------;--------;--------;0.05634096649892081
这节目改名了？不是停播了吗;哔哩哔哩播的去年年底播的1229号;-0.6237444145579645
这节目改名了？不是停播了吗;云南播了;0.03862776615917918
-------;--------;--------;-0.29255832419939265
沙发沙发爱死你[心][打call][心][打call];[亲亲][亲亲];-0.10464308298026648
-------;--------;--------;-0.10464308298026648
欣赏紫云贤友美图美绝！真棒👍👍👍👍👍[鲜花][鲜花][鲜花][鲜花][鲜花][礼物][礼物]友友冬日愉快！;谢谢青莲挚友美评欣赏！傍晚安！[可爱]☕️[鲜花];0.9989855179105402
-------;--------;--------;0.9989855179105402
好美啊;谢谢欣赏！[作揖][可爱][鲜花];0.8623563369091274
-------;--------;--------;0.8623563369091274
忙忙的张哥我好喜欢[心][心][心];最好是天天整活哈哈哈哈;0.9029039955989513
忙忙的张哥我好喜欢[心][心][心];嘻嘻是的！！蓝大概也喜欢哈哈哈哈;0.9965323806580422
-------;--------;--------;0.9497181881284967
好忙呀老张;没错没错开始列的多了起来[握手];-0.11884454080012308
-------;--------;--------;-0.11884454080012308
[鼓掌][鼓掌];[心][心];0.7911707066643898
-------;--------;--------;0.7911707066643898
赏花心情好[赞];给自己一份好心情[作揖][作揖][作揖];-0.5182480363581854
-------;--------;--------;-0.5182480363581854
玫瑰做成干花也很美[二哈];回复@从容过日子:做好的干花时间长了都是一个颜色。;0.78137169953112
玫瑰做成干花也很美[二哈];回复@若有若无之间:掉色是啥意思呀？;-0.2916915853916955
玫瑰做成干花也很美[二哈];做过几次干花总是掉色。;-0.15233887833370607
-------;--------;--------;0.11244707860190613
他过年还不回家嘛;还没放假;-0.2501590533712359
-------;--------;--------;-0.2501590533712359
呀好久没见着这小伙子啦还是很帅哦[笑哈哈];谢谢小美女[心];0.3945961255353476
-------;--------;--------;0.3945961255353476
突然发现我爱笑了，因为经常看到你、听到你、想到你@吴谨言;一想起你，我的脸就不自觉泛起微笑;0.6231961960625394
-------;--------;--------;0.6231961960625394
冬天的糖霜，秋天的麦芽糖，夏天的莲子羹，春天的绿豆酥，都甜不过你的笑@吴谨言;我掀起山河奔向你，踏进星辰来访你;-0.2337701173408946
-------;--------;--------;-0.2337701173408946
#吴谨言Coach品牌代言人#wjy#吴谨言smart品牌挚友#;光是遇见，就已经很美好了🌻;0.8370028382382653
