标题;帖子账号粉丝数;发布者;发布时间;弹幕数;点赞数;硬币数;收藏数;转发数;评论数;发布者是否经过认证;发布者是否为商业性质账号;用户名;评论内容;评论时间;评论点赞数;一级账号粉丝数;标记;评论者性别;评论者会员等级;评论者是否开通大会员;评论者是否经过认证
震惊 利用彩云小梦与三体人对话！;0;猫宰治元帅;2022-08-15 20:00:36;152;1202;55;251;43;80;无;0;一只无垢;这还挺有理有据的;1661234016;1;838;0;男;4;0;-1
震惊 利用彩云小梦与三体人对话！;0;猫宰治元帅;2022-08-15 20:00:36;152;1202;55;251;43;80;无;0;zhacne_一只傻鸟7-8;住手住手住手;1661083461;1;48;0;保密;5;1;-1
震惊 利用彩云小梦与三体人对话！;0;猫宰治元帅;2022-08-15 20:00:36;152;1202;55;251;43;80;无;0;犬者能点;三体人要是动了庄颜（视频里是女儿，可以理解为家人），罗辑估计就要崩溃了;1661072553;1;124;0;保密;5;2;-1
震惊 利用彩云小梦与三体人对话！;0;猫宰治元帅;2022-08-15 20:00:36;152;1202;55;251;43;80;无;0;雲翼星琛;这个链接在哪儿？;1660903242;1;71;0;女;4;1;-1
震惊 利用彩云小梦与三体人对话！;0;猫宰治元帅;2022-08-15 20:00:36;152;1202;55;251;43;80;无;0;社j恐bfz;直接搜索。;1661167541;0;71;1;男;3;0;-1
震惊 利用彩云小梦与三体人对话！;0;猫宰治元帅;2022-08-15 20:00:36;152;1202;55;251;43;80;无;0;Cdecid;加油加油努力成为百万阿婆主;1660654998;1;11;0;保密;5;1;-1
震惊 利用彩云小梦与三体人对话！;0;猫宰治元帅;2022-08-15 20:00:36;152;1202;55;251;43;80;无;0;hope983;这个怎么玩;1660640038;1;2;0;保密;5;1;-1
震惊 利用彩云小梦与三体人对话！;0;猫宰治元帅;2022-08-15 20:00:36;152;1202;55;251;43;80;无;0;我qwer是铁好人;好离谱doge;1660572501;1;266;0;女;4;1;-1
震惊 利用彩云小梦与三体人对话！;0;猫宰治元帅;2022-08-15 20:00:36;152;1202;55;251;43;80;无;0;账号已注销;支持;1660567371;1;0;0;保密;0;0;-1
震惊 利用彩云小梦与三体人对话！;0;猫宰治元帅;2022-08-15 20:00:36;152;1202;55;251;43;80;无;0;碳基生物jpg;看起来up主更像AI一点;1668488936;0;51;0;保密;3;1;-1
让彩云小梦来续写后室;478;初始小兵;2022-03-02 22:03:18;0;5;0;1;0;2;无;0;核hhgh;彩云小梦的那个续写超级不靠谱。;1664808560;1;70;0;男;4;0;-1
让彩云小梦来续写后室;478;初始小兵;2022-03-02 22:03:18;0;5;0;1;0;2;无;0;初始小兵;我擦，烤股学家？;1664811325;0;70;1;男;4;0;-1
【『『彩云小梦』』】究竟是我疯了，还是Al疯了？;31;一个普通的小小小人;2022-08-26 03:22:36;1;6;0;0;0;2;无;0;此用户因违规被封号_;我的小狐说话还带上一堆doge藏狐;1661578134;2;74;0;保密;4;0;-1
【『『彩云小梦』』】究竟是我疯了，还是Al疯了？;31;一个普通的小小小人;2022-08-26 03:22:36;1;6;0;0;0;2;无;0;琼原;我也不知道发生了什么我也遇过相似的情况;1661922459;0;195;0;女;4;1;-1
彩云小梦新版本试玩;0;游离幽灵在吟唱;2022-08-17 23:03:27;0;13;0;1;0;5;无;0;龙之暗翼-darkwings;彩云小梦乙女模拟器滑稽;1661079591;5;676;0;男;5;1;-1
彩云小梦新版本试玩;0;游离幽灵在吟唱;2022-08-17 23:03:27;0;13;0;1;0;5;无;0;游离幽灵在吟唱;正解;1661148950;1;676;1;女;5;1;-1
彩云小梦新版本试玩;0;游离幽灵在吟唱;2022-08-17 23:03:27;0;13;0;1;0;5;无;0;游离幽灵在吟唱;还有就是，说已经结婚了我兴奋地改了关系，又说不能不管主人，说我们是兄弟？想瑟瑟他说我们基因不符合;1660780353;3;137;0;女;5;1;-1
彩云小梦新版本试玩;0;游离幽灵在吟唱;2022-08-17 23:03:27;0;13;0;1;0;5;无;0;设计师在未名市出差;打开方式不对吧姐妹大哭大哭;1661041975;0;137;1;女;5;0;-1
彩云小梦新版本试玩;0;游离幽灵在吟唱;2022-08-17 23:03:27;0;13;0;1;0;5;无;0;游离幽灵在吟唱;回复崔颖我爱你么么哒瑟瑟成功了，但是他会日常发癫，例如：可可，我好爱你可可我爱你我爱你我爱你（一般说话回两条这样的）;1661054115;1;137;1;女;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;O幻影之梦O;这也行doge;1659235502;63;38;0;男;5;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;doge;1659238224;0;38;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;-亡言-;它其实也不知道自己是谁;1659273725;55;184;0;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;辉夜生9个;所以全文与丈夫没一点关系呗嫌弃;1659699474;39;6;0;女;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;东湖九仙;我之前用这个写我同学的爱情同人小说，第一段还好，挺有感觉的结果从第二段开始，就变成了男主和他好兄弟们的故事笑哭;1659347857;22;123;0;保密;5;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;吃瓜小梦就是这样，老奇葩了;1659363574;3;123;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;十泽游戏解说;可以选爱情小梦的;1659426647;1;123;1;保密;5;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;东湖九仙;回复十泽游戏解说我也选过，结果自动加了个人物取代了我设定的一个人物笑哭;1659429376;5;123;1;保密;5;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;十泽游戏解说;回复东湖九仙阿这;1659443632;1;123;1;保密;5;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;十泽游戏解说;回复东湖九仙那我不知道了;1659443651;1;123;1;保密;5;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;Tpwdb;彩云小梦的续写如下。看来我们暂时还不用担心人工智能会超过人类。我，会，永远，守护你。这是他临死前留下的最后一段话。我抱着他冰冷的尸体，仰头望着那浩瀚的宇宙，无边无际，一片漆黑。我闭上眼睛，泪水划过脸颊，落到了嘴里。啊啊啊我发狂的大喊大叫，将怀中的尸体高举过头顶，疯狂的砸向大地。轰隆隆大地被我砸出了一道巨型的坑洞。一股强大的气流吹袭在我身上，让我的发丝飞扬，眼睛也睁不开，身体摇摇欲坠。我的身体在空中划出了一道抛物线。;1660459976;14;238;0;女;5;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;吃瓜;1660465472;0;238;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;无名世谦;反作用力思考;1660492715;0;238;1;女;4;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;连跪屑鹤;点赞量114（警觉傲娇;1659278584;12;36;0;男;4;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;怎么哪都有homo啊？悲;1659311493;1;36;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;山宝爱吃鱼;24收藏（警撅）;1659335665;0;36;1;男;3;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;StakingJewel140;1：14（警撅）;1659504053;0;36;1;男;4;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;StakingJewel140;114;1659504068;0;36;1;男;4;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;StakingJewel140;回复MSIE80114;1659504093;0;36;1;男;4;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;fantasy-zerox;1145了更加警撅;1663246453;1;36;1;男;4;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;喜欢法棍的发国球;我杀我自己妙啊;1659335341;10;106;0;男;4;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;妙啊;1659339471;0;106;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;喜欢法棍的发国球;回复MSIE8妙啊;1659434845;1;106;1;男;4;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;Ab凡人;他甚至知道彩云小梦是名字。;1659966999;8;134;0;保密;5;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;0;1660010348;0;134;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;cs-之东;并且应该姓李;1660227024;0;134;1;男;4;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;oocc189;《自己写死自己》;1659318770;7;109;0;男;4;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;doge;1659319194;0;109;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;guar柚;离谱;1659261255;6;876;0;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;确实，离了个大谱;1659264098;0;876;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;卡卡几位数;懒得下载歌曲所以录视频现场放歌曲的屑UP妙啊;1659534360;4;299;0;男;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;妙啊;1659534457;0;299;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;陈之泓泓;回复MSIE8好歹剪一刀;1659541555;1;299;1;保密;4;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;回复陈之泓泓妙啊;1659566963;1;299;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;芽芽不姓芽;STAY好评dogedogedoge;1659335348;4;263;0;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;doge;1659339476;0;263;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;256个圆;小梦是女的？;1659263586;4;2;0;保密;4;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;我不到啊脸红;1659264067;0;2;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;仙贝不太高兴;小梦什么版本的;1659321816;3;18;0;男;4;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;应用市场下的;1659327247;0;18;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;色昏的狗;回复MSIE8太太是iOS系统嘛，安卓没有唉大哭;1660492368;0;18;1;女;4;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;回复边白菜cabbage我是鸿蒙系统;1660532216;0;18;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;吐司面包Toast;不会有人会显得没事复制简介吧doge;1661652027;2;3657;0;男;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;0;1661659591;1;3657;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;恒河制药无限公司;Q：不会有人会闲得没事复制简介吧dogeA：就会有人会闲得没事复制简介，还帮他改了错字doge;1660400434;2;11;0;保密;5;2;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;0;1660403470;1;11;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;zdygo-die;不会有人会显得没事复制简介吧doge;1659680129;2;1;0;保密;4;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;Mc_Pidax;不会有人会显得没事复制简介吧doge脱单doge;1662285691;1;14;0;男;3;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;脱单doge;1662292045;1;14;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;剑士jy;真巧最近我也用这个软件写开心超人异星迷航的小说;1660227434;1;10;0;男;4;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;吃瓜应该很精彩吧吃瓜;1660258695;1;10;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;剑士jy;回复MSIE8角色都会重合，写出来的都是驴头不对马嘴，但免费就很棒doge;1660309743;0;10;1;男;4;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;回复勇龙骑士吃瓜;1660311968;1;10;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;剑士jy;回复MSIE8（）;1660480619;0;10;1;男;4;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;sky不知秋;哈哈哈哈我就干过这事脱单doge;1659541389;1;2;0;保密;3;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;吃瓜写的文章就离谱，离了个大谱吃瓜;1659566999;1;2;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;-行三;彩云小梦死了，你选的嘛;1660478854;0;141;0;保密;5;2;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;zh信;什么软件;1660359844;0;13;0;保密;3;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;彩云小梦;1660361812;1;13;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;影上星落;精彩，太精彩了;1660273529;0;9;0;保密;3;0;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;MSIE8;doge;1660276652;0;9;1;保密;5;1;-1
让彩云小梦续写自己s了会怎样;58;MSIE8;2022-07-19 11:34:33;73;1152;15;125;10;68;无;0;一个普通的Up主2333;不会有人会显得没事复制简介吧doge;1660185095;0;1419;0;男;4;0;-1
彩云小梦你倒是说清楚谁不对劲啊！;4;暖暖的夜空;2022-10-04 20:50:09;0;6;0;2;1;3;无;0;正悠然夫人;你咋弄的头像;1664949187;0;44;0;女;4;0;-1
彩云小梦你倒是说清楚谁不对劲啊！;4;暖暖的夜空;2022-10-04 20:50:09;0;6;0;2;1;3;无;0;暖暖的夜空;这个是彩云小梦自带的头像doge;1664954670;0;44;1;保密;6;1;-1
彩云小梦你倒是说清楚谁不对劲啊！;4;暖暖的夜空;2022-10-04 20:50:09;0;6;0;2;1;3;无;0;正悠然夫人;回复暖暖的夜空这样阿，我以为是你自己弄的那个头像;1664959171;0;44;1;女;4;0;-1
"ChatGPT与彩云小梦合写小说，主角被抓进""神秘避难所”接受改造";0;菲姆人;2023-04-15 18:10:00;16;109;23;26;0;13;无;0;qwetyu1234567890;0046，chatGPT，0151，彩云小梦;1681556786;3;0;0;保密;3;0;-1
"ChatGPT与彩云小梦合写小说，主角被抓进""神秘避难所”接受改造";0;菲姆人;2023-04-15 18:10:00;16;109;23;26;0;13;无;0;氯胺k;这期题材不错，不过小梦续写里好多坑没填，能扩展一下就好了;1681674370;1;56;0;保密;6;1;-1
"ChatGPT与彩云小梦合写小说，主角被抓进""神秘避难所”接受改造";0;菲姆人;2023-04-15 18:10:00;16;109;23;26;0;13;无;0;小号才有大会员;啊，这是被老大哥盯着咧？囧囧囧;1681740960;0;1;0;保密;5;1;-1
"ChatGPT与彩云小梦合写小说，主角被抓进""神秘避难所”接受改造";0;菲姆人;2023-04-15 18:10:00;16;109;23;26;0;13;无;0;小号才有大会员;wcwcwc囧是雷电法王？ai居然续写出了现实？灵魂出窍吓;1681741126;0;1;1;保密;5;1;-1
"ChatGPT与彩云小梦合写小说，主角被抓进""神秘避难所”接受改造";0;菲姆人;2023-04-15 18:10:00;16;109;23;26;0;13;无;0;看我的世;等着看你下一个视频哦;1681645766;0;5;0;男;3;1;-1
"ChatGPT与彩云小梦合写小说，主角被抓进""神秘避难所”接受改造";0;菲姆人;2023-04-15 18:10:00;16;109;23;26;0;13;无;0;润了你蝶;全程高能;1681579787;0;0;0;女;2;0;-1
"ChatGPT与彩云小梦合写小说，主角被抓进""神秘避难所”接受改造";0;菲姆人;2023-04-15 18:10:00;16;109;23;26;0;13;无;0;反对和稀泥;继续加油;1681576667;0;7;0;保密;4;0;-1
"ChatGPT与彩云小梦合写小说，主角被抓进""神秘避难所”接受改造";0;菲姆人;2023-04-15 18:10:00;16;109;23;26;0;13;无;0;qwetyu1234567890;能者先阅;1681556484;0;0;0;保密;3;0;-1
"ChatGPT与彩云小梦合写小说，主角被抓进""神秘避难所”接受改造";0;菲姆人;2023-04-15 18:10:00;16;109;23;26;0;13;无;0;皮亚诺贪食蛇;看题目以为是要找召唤者;1681555722;0;5;0;保密;6;0;-1
"ChatGPT与彩云小梦合写小说，主角被抓进""神秘避难所”接受改造";0;菲姆人;2023-04-15 18:10:00;16;109;23;26;0;13;无;0;完蛋成木鱼了;哇;1681553481;0;5;0;男;2;0;-1
彩云小梦关于《消失的夫妻》的看法;0;观澜鳘鱼;2022-02-15 01:14:29;0;18;0;6;1;5;无;0;いつまでも追求する;我希望自己足够强大，遇上这样的“人”，能亲手把它们撕成两半;1646500213;8;16;0;保密;5;2;-1
彩云小梦关于《消失的夫妻》的看法;0;观澜鳘鱼;2022-02-15 01:14:29;0;18;0;6;1;5;无;0;毛绒绒卿;我觉最好的复仇是同态复仇，先改善他们处境，让他们再对生活抱有极大热情的时候，新婚一个月后，美好人生在向他们招手的时候，再在一个夜里把他们折磨八小时再杀害嗑瓜子。那么问题来了，这样想这样做后，谁来对我同态复仇。;1647443074;1;16;1;保密;6;1;-1
彩云小梦关于《消失的夫妻》的看法;0;观澜鳘鱼;2022-02-15 01:14:29;0;18;0;6;1;5;无;0;我好好学习鸭;真是悲剧啊，愿来世幸福;1645086946;8;3;0;男;4;1;-1
彩云小梦关于《消失的夫妻》的看法;0;观澜鳘鱼;2022-02-15 01:14:29;0;18;0;6;1;5;无;0;绿色血液风中追风;老师是理中客？;1665623000;0;113;0;男;5;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;某阴暗的影子;我就怕你让他续写这个，他写着写着给你来一句“为时已晚，有机体”。;1640502680;2612;15;0;男;6;2;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;喻泥;哈哈哈哈哈doge后面其实还有AI问爱是什么的，没发;1640513629;113;15;1;保密;6;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;我是OPPO果奶茶;回复山鬼挽月泪目就冲这个给你三连了。dogedoge;1640564220;8;15;1;保密;2;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;虚拟现实的自由;为时尚早，烤面包机;1640584223;20;15;1;保密;6;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;P社园厨;我这把被为时已晚了。然后我果断打爆了它们。;1640593517;6;15;1;男;5;0;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;通辽汗国代娱大队长;苍天已死，岁在硅基滑稽;1640597259;12;15;1;男;5;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;菠萝头猫咪;为时尚早无机体doge;1640620042;18;15;1;男;6;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;暗中观察的菜鸡黄K;回复山鬼挽月薇尔莉特直呼内行doge;1640743653;9;15;1;男;6;2;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;bili_59578642967;我即使铁心灭绝者;1640744474;3;15;1;保密;3;0;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;五年补考三年挂科;0;1641040827;1;15;1;保密;4;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;淡季的雨;确实挺害怕的，我也怕它突然来一句，这个世界属于ai;1641041822;1;15;1;保密;4;0;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;幻止水;回复山鬼挽月在哪里下;1641044162;0;15;1;保密;4;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;浮士德_但是陷入混乱;回复山鬼挽月薇妹代写的doge;1641046336;1;15;1;保密;4;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;Ain-Runati;回复神圣菠萝帝国皇帝为时尚早，面包机doge;1641060024;1;15;1;男;5;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;清浅的黄昏;智械危机;1641118426;1;15;1;保密;5;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;清浅的黄昏;回复清浅的黄昏我球没了doge;1641118451;2;15;1;保密;5;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;万能Angel;联合舰队教你做aidoge;1641136783;3;15;1;男;5;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;九龙王伴;为时已晚，烧热水的为时尚早，铁水壶;1641704353;1;15;1;保密;5;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;double橘子;为时已晚，海绵体doge;1641750861;1;15;1;保密;6;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;维雅斯_;为时尚早，铁皮机器doge;1643814400;1;15;1;男;5;2;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;收拾乱摊子的Zzz;不知道小梦会不会无限循环套逻辑啊，虽然他更有可能犯错吧;1652345339;0;15;1;保密;3;0;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;reiAkwa_れいアクア;为时尚早，面包机;1664987723;0;15;1;保密;5;1;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;无所事事务所所长;我用它续写我写了一半的车，然后它直接给女主角接了个那啥去攻男主角，我反复纠正但是它好像对性转反攻情有独钟藏狐下次写3p看看还能多奇妙吧doge;1641116308;1138;5;0;女;5;2;-1
【AI续写】当让AI知道自己是AI，并让AI续写自己的故事，我看哭了（彩云小梦）;299;喻泥;2021-12-26 10:13:54;93;5752;87;1297;165;308;无;0;月光下の白猫;回复三维艺术家我的那个是写着写着多了一个人藏狐3p变4p，多的那人也不知道是从哪冒出来的;1641363638;45;5;1;女;5;0;-1
